Player_Record_ID,Match_ID,Player_ID,Player_Name,Team,Position,Age,Minutes_Played,Goals,Assists,Pass_Accuracy,Tackles,Interceptions,Saves,Rating
PR1678,M053,P1678,Player_1678,Qatar,DF,19,53,0,0,76,8,1,0,7.5
PR1679,M053,P1679,Player_1679,Qatar,MF,23,116,0,0,61,7,0,0,5.0
PR1680,M053,P1680,Player_1680,Qatar,DF,34,92,0,0,80,1,1,0,9.2
PR1681,M053,P1681,Player_1681,Egypt,FW,17,89,0,0,60,1,1,0,7.1
PR1682,M053,P1682,Player_1682,Egypt,MF,29,116,0,1,77,5,1,0,6.4
PR1683,M053,P1683,Player_1683,Egypt,MF,39,38,0,0,57,5,6,0,9.4
PR1684,M053,P1684,Player_1684,Egypt,MF,36,14,0,0,96,0,0,0,8.4
PR1685,M053,P1685,Player_1685,Egypt,DF,31,117,1,0,76,7,5,0,9.0
PR1686,M053,P1686,Player_1686,Egypt,DF,32,90,0,0,58,2,5,0,8.6
PR1687,M053,P1687,Player_1687,Egypt,FW,33,11,0,0,59,0,4,0,7.6
PR1688,M053,P1688,Player_1688,Egypt,MF,31,49,0,1,70,7,1,0,7.1
PR1689,M053,P1689,Player_1689,Egypt,MF,20,30,0,0,69,7,2,0,4.3
PR1690,M053,P1690,Player_1690,Egypt,MF,33,75,0,0,82,6,2,0,5.9
PR1691,M053,P1691,Player_1691,Egypt,DF,22,19,0,0,52,3,3,0,7.1
PR1692,M053,P1692,Player_1692,Egypt,MF,36,41,0,0,56,5,2,0,5.0
PR1693,M053,P1693,Player_1693,Egypt,DF,32,57,0,0,64,2,2,0,9.6
PR1694,M053,P1694,Player_1694,Egypt,DF,36,97,0,0,56,3,5,0,5.7
PR1695,M053,P1695,Player_1695,Egypt,DF,34,108,0,0,82,2,0,0,7.6
PR1696,M053,P1696,Player_1696,Egypt,GK,34,69,0,0,62,0,3,0,6.2
PR1697,M054,P1697,Player_1697,Poland,DF,35,55,1,0,96,7,4,0,4.8
PR1698,M054,P1698,Player_1698,Poland,DF,20,92,0,0,95,1,3,0,9.3
PR1699,M054,P1699,Player_1699,Poland,MF,19,111,0,0,58,4,5,0,8.0
PR1700,M054,P1700,Player_1700,Poland,FW,19,96,1,0,64,1,2,0,4.9
PR1701,M054,P1701,Player_1701,Poland,DF,31,81,0,1,97,8,5,0,8.7
PR1702,M054,P1702,Player_1702,Poland,MF,27,115,0,0,52,6,0,0,9.6
PR1703,M054,P1703,Player_1703,Poland,MF,27,25,0,0,85,0,5,0,7.8
PR1704,M054,P1704,Player_1704,Poland,DF,35,49,0,0,64,3,2,0,6.8
PR1705,M054,P1705,Player_1705,Poland,MF,22,94,0,0,81,4,1,0,5.2
PR1706,M054,P1706,Player_1706,Poland,FW,33,110,0,0,96,3,0,0,6.6
PR1707,M054,P1707,Player_1707,Poland,MF,36,27,0,0,95,2,0,0,6.5
PR1708,M054,P1708,Player_1708,Poland,DF,29,81,0,0,87,3,5,0,6.1
PR1709,M054,P1709,Player_1709,Poland,MF,22,113,0,0,69,3,2,0,8.0
PR1710,M054,P1710,Player_1710,Poland,MF,37,51,0,0,88,5,4,0,6.9
PR1711,M054,P1711,Player_1711,Poland,DF,20,113,0,0,98,4,3,0,9.8
PR1712,M054,P1712,Player_1712,Poland,DF,38,55,0,0,57,2,3,0,9.7
PR1713,M054,P1713,Player_1713,Egypt,MF,28,90,0,0,75,2,6,0,9.3
PR1714,M054,P1714,Player_1714,Egypt,FW,32,77,0,0,76,3,0,0,5.7
PR1715,M054,P1715,Player_1715,Egypt,MF,30,8,0,0,85,5,2,0,8.0
PR1716,M054,P1716,Player_1716,Egypt,DF,31,55,0,0,75,4,0,0,5.6
PR1717,M054,P1717,Player_1717,Egypt,MF,27,82,0,0,52,4,3,0,6.5
PR1718,M054,P1718,Player_1718,Egypt,MF,22,69,0,0,63,1,4,0,7.7
PR1719,M054,P1719,Player_1719,Egypt,DF,34,3,0,0,96,0,6,0,6.3
PR1720,M054,P1720,Player_1720,Egypt,MF,27,117,0,1,72,8,0,0,7.9
PR1721,M054,P1721,Player_1721,Egypt,MF,28,69,0,0,62,2,6,0,7.2
PR1722,M054,P1722,Player_1722,Egypt,FW,24,38,0,0,60,5,2,0,6.5
PR1723,M054,P1723,Player_1723,Egypt,MF,24,2,0,0,52,0,6,0,9.6
PR1724,M054,P1724,Player_1724,Egypt,DF,29,102,0,0,81,0,1,0,5.7
PR1725,M054,P1725,Player_1725,Egypt,GK,37,99,0,0,94,3,0,4,8.5
PR1726,M054,P1726,Player_1726,Egypt,MF,29,84,0,0,75,2,6,0,8.4
PR1727,M054,P1727,Player_1727,Egypt,DF,19,10,0,0,54,8,5,0,8.2
PR1728,M054,P1728,Player_1728,Egypt,MF,17,2,0,0,97,8,4,0,9.5
PR1729,M055,P1729,Player_1729,Cameroon,DF,35,102,0,1,75,3,6,0,7.6
PR1730,M055,P1730,Player_1730,Cameroon,DF,27,55,0,0,82,0,2,0,5.6
PR1731,M055,P1731,Player_1731,Cameroon,DF,25,84,0,0,86,7,3,0,5.7
PR1732,M055,P1732,Player_1732,Cameroon,DF,30,72,0,0,67,7,2,0,9.4
PR1733,M055,P1733,Player_1733,Cameroon,MF,24,49,0,0,51,7,5,0,6.4
PR1734,M055,P1734,Player_1734,Cameroon,DF,34,92,0,0,56,7,1,0,7.5
PR1735,M055,P1735,Player_1735,Cameroon,GK,24,58,0,0,73,7,4,1,7.9
PR1736,M055,P1736,Player_1736,Cameroon,DF,37,11,0,0,56,8,1,0,5.2
PR1737,M055,P1737,Player_1737,Cameroon,FW,35,32,0,0,55,2,3,0,7.7
PR1738,M055,P1738,Player_1738,Cameroon,MF,40,108,0,0,86,3,0,0,8.6
PR1739,M055,P1739,Player_1739,Cameroon,DF,26,95,0,0,71,2,0,0,5.9
PR1740,M055,P1740,Player_1740,Cameroon,MF,30,112,0,0,50,4,5,0,5.3
PR1741,M055,P1741,Player_1741,Cameroon,MF,32,70,1,0,81,5,5,0,5.4
PR1742,M055,P1742,Player_1742,Cameroon,MF,32,66,0,0,85,1,0,0,6.6
PR1743,M055,P1743,Player_1743,Cameroon,GK,21,97,0,0,50,2,4,1,5.0
PR1744,M055,P1744,Player_1744,Cameroon,DF,20,5,0,0,77,7,1,0,7.8
PR1745,M055,P1745,Player_1745,Ecuador,MF,21,96,1,1,85,6,3,0,4.1
PR1746,M055,P1746,Player_1746,Ecuador,DF,26,93,0,0,93,4,4,0,5.9
PR1747,M055,P1747,Player_1747,Ecuador,FW,35,84,0,0,60,2,2,0,7.1
PR1748,M055,P1748,Player_1748,Ecuador,DF,36,92,0,0,73,8,4,0,5.5
PR1749,M055,P1749,Player_1749,Ecuador,MF,27,119,0,0,97,2,1,0,7.1
PR1750,M055,P1750,Player_1750,Ecuador,FW,17,41,0,0,76,2,1,0,6.8
PR1751,M055,P1751,Player_1751,Ecuador,FW,17,40,0,0,94,3,1,0,8.2
PR1752,M055,P1752,Player_1752,Ecuador,MF,27,13,0,0,53,7,4,0,4.9
PR1753,M055,P1753,Player_1753,Ecuador,DF,34,114,0,0,64,5,5,0,4.1
PR1754,M055,P1754,Player_1754,Ecuador,DF,26,106,0,0,77,4,2,0,7.7
PR1755,M055,P1755,Player_1755,Ecuador,DF,25,72,1,0,84,3,0,0,7.6
PR1756,M055,P1756,Player_1756,Ecuador,DF,23,36,1,0,61,4,4,0,4.6
PR1757,M055,P1757,Player_1757,Ecuador,MF,35,83,0,0,74,5,4,0,8.6
PR1758,M055,P1758,Player_1758,Ecuador,MF,25,104,0,1,97,7,1,0,5.0
PR1759,M055,P1759,Player_1759,Ecuador,MF,23,12,0,0,89,2,1,0,5.0
PR1760,M055,P1760,Player_1760,Ecuador,FW,27,10,0,0,53,2,4,0,8.8
PR1761,M056,P1761,Player_1761,South Korea,DF,32,42,0,0,69,8,6,0,4.7
PR1762,M056,P1762,Player_1762,South Korea,MF,29,100,0,0,74,7,2,0,5.9
PR1763,M056,P1763,Player_1763,South Korea,MF,33,11,0,0,88,3,1,0,9.7
PR1764,M056,P1764,Player_1764,South Korea,FW,39,19,0,0,77,8,3,0,6.9
PR1765,M056,P1765,Player_1765,South Korea,MF,38,16,0,0,85,6,5,0,6.1
PR1766,M056,P1766,Player_1766,South Korea,GK,28,110,0,0,79,5,5,6,5.3
PR1767,M056,P1767,Player_1767,South Korea,MF,23,49,0,0,73,2,5,0,10.0
PR1768,M056,P1768,Player_1768,South Korea,DF,28,68,0,0,62,0,4,0,5.9
PR1769,M056,P1769,Player_1769,South Korea,DF,28,118,0,0,66,8,0,0,7.6
PR1770,M056,P1770,Player_1770,South Korea,GK,25,83,1,0,80,6,0,4,5.6
PR1771,M056,P1771,Player_1771,South Korea,GK,35,106,0,0,51,7,4,10,6.7
PR1772,M056,P1772,Player_1772,South Korea,DF,40,112,0,0,91,8,6,0,4.6
PR1773,M056,P1773,Player_1773,South Korea,DF,36,115,0,0,95,2,5,0,8.4
PR1774,M056,P1774,Player_1774,South Korea,FW,21,11,0,0,76,1,0,0,6.7
PR1775,M056,P1775,Player_1775,South Korea,MF,27,13,0,0,84,4,6,0,5.2
PR1776,M056,P1776,Player_1776,South Korea,MF,17,43,0,0,93,5,5,0,5.0
PR1777,M056,P1777,Player_1777,Jamaica,FW,40,47,0,0,83,0,5,0,6.4
PR1778,M056,P1778,Player_1778,Jamaica,FW,38,8,1,0,54,3,6,0,8.6
PR1779,M056,P1779,Player_1779,Jamaica,DF,25,11,0,0,61,7,0,0,5.7
PR1780,M056,P1780,Player_1780,Jamaica,DF,33,53,0,0,61,0,2,0,5.6
PR1781,M056,P1781,Player_1781,Jamaica,DF,27,60,0,0,86,1,4,0,9.6
PR1782,M056,P1782,Player_1782,Jamaica,GK,19,24,0,0,96,1,1,5,7.5
PR1783,M056,P1783,Player_1783,Jamaica,FW,22,101,0,1,50,3,5,0,6.2
PR1784,M056,P1784,Player_1784,Jamaica,GK,40,32,0,0,69,3,5,2,5.9
PR1785,M056,P1785,Player_1785,Jamaica,DF,26,23,0,0,67,2,4,0,5.9
PR1786,M056,P1786,Player_1786,Jamaica,DF,23,35,1,0,62,2,2,0,5.6
PR1787,M056,P1787,Player_1787,Jamaica,DF,19,63,0,0,72,5,2,0,8.6
PR1788,M056,P1788,Player_1788,Jamaica,MF,37,88,0,0,60,0,6,0,7.5
PR1789,M056,P1789,Player_1789,Jamaica,DF,35,27,0,0,94,6,2,0,7.9
PR1790,M056,P1790,Player_1790,Jamaica,MF,26,27,0,0,71,8,4,0,9.0
PR1791,M056,P1791,Player_1791,Jamaica,MF,19,66,0,0,63,4,1,0,6.8
PR1792,M056,P1792,Player_1792,Jamaica,GK,20,67,0,0,92,2,3,2,6.8
PR1793,M057,P1793,Player_1793,Nigeria,DF,35,49,0,0,92,0,2,0,8.2
PR1794,M057,P1794,Player_1794,Nigeria,MF,17,21,0,0,76,7,2,0,6.0
PR1795,M057,P1795,Player_1795,Nigeria,FW,22,117,0,0,72,4,1,0,6.8
PR1796,M057,P1796,Player_1796,Nigeria,DF,17,57,0,0,89,7,4,0,7.5
PR1797,M057,P1797,Player_1797,Nigeria,DF,29,61,0,0,65,4,5,0,6.2
PR1798,M057,P1798,Player_1798,Nigeria,DF,38,52,0,0,69,0,1,0,8.6
PR1799,M057,P1799,Player_1799,Nigeria,FW,33,14,0,0,76,6,6,0,5.6
PR1800,M057,P1800,Player_1800,Nigeria,MF,35,4,0,0,60,8,1,0,9.5
PR1801,M057,P1801,Player_1801,Nigeria,FW,39,68,0,0,62,2,1,0,8.0
PR1802,M057,P1802,Player_1802,Nigeria,MF,18,12,0,0,69,2,6,0,6.1
PR1803,M057,P1803,Player_1803,Nigeria,DF,31,1,0,0,92,2,1,0,9.3
PR1804,M057,P1804,Player_1804,Nigeria,DF,19,24,0,1,65,3,3,0,4.5
PR1805,M057,P1805,Player_1805,Nigeria,DF,38,72,0,0,73,0,3,0,5.0
PR1806,M057,P1806,Player_1806,Nigeria,DF,34,88,0,0,75,3,3,0,8.0
PR1807,M057,P1807,Player_1807,Nigeria,FW,39,32,1,0,98,1,3,0,4.8
PR1808,M057,P1808,Player_1808,Nigeria,MF,21,52,0,0,70,4,6,0,8.0
PR1809,M057,P1809,Player_1809,Ghana,FW,36,51,0,0,84,1,2,0,6.9
PR1810,M057,P1810,Player_1810,Ghana,MF,35,4,0,1,64,2,6,0,5.4
PR1811,M057,P1811,Player_1811,Ghana,DF,33,106,0,0,50,6,0,0,7.9
PR1812,M057,P1812,Player_1812,Ghana,DF,23,6,0,0,63,4,3,0,4.6
PR1813,M057,P1813,Player_1813,Ghana,DF,22,55,0,0,59,4,2,0,6.3
PR1814,M057,P1814,Player_1814,Ghana,FW,18,34,0,0,76,2,1,0,6.4
PR1815,M057,P1815,Player_1815,Ghana,MF,20,60,0,1,55,5,5,0,8.4
PR1816,M057,P1816,Player_1816,Ghana,MF,29,103,0,0,50,2,2,0,4.8
PR1817,M057,P1817,Player_1817,Ghana,MF,38,59,0,0,50,7,5,0,9.8
PR1818,M057,P1818,Player_1818,Ghana,DF,18,39,0,0,77,4,5,0,7.8
PR1819,M057,P1819,Player_1819,Ghana,MF,31,65,0,0,73,7,5,0,6.0
PR1820,M057,P1820,Player_1820,Ghana,MF,28,15,0,0,61,6,4,0,8.6
PR1821,M057,P1821,Player_1821,Ghana,FW,19,20,0,0,50,5,5,0,7.5
PR1822,M057,P1822,Player_1822,Ghana,DF,36,94,0,0,79,6,0,0,6.8
PR1823,M057,P1823,Player_1823,Ghana,GK,32,59,0,0,73,0,4,10,6.2
PR1824,M057,P1824,Player_1824,Ghana,DF,38,38,0,1,51,8,2,0,5.1
PR1825,M058,P1825,Player_1825,England,DF,17,58,0,1,70,4,5,0,4.2
PR1826,M058,P1826,Player_1826,England,DF,40,5,0,0,84,6,1,0,5.1
PR1827,M058,P1827,Player_1827,England,MF,21,94,0,0,59,7,3,0,9.4
PR1828,M058,P1828,Player_1828,England,DF,31,89,0,0,89,3,6,0,9.4
PR1829,M058,P1829,Player_1829,England,FW,33,73,0,0,79,0,0,0,6.0
PR1830,M058,P1830,Player_1830,England,GK,36,93,0,0,90,1,3,8,9.9
PR1831,M058,P1831,Player_1831,England,GK,37,96,0,0,69,6,3,0,5.1
PR1832,M058,P1832,Player_1832,England,MF,40,84,0,1,97,1,6,0,9.5
PR1833,M058,P1833,Player_1833,England,FW,23,74,0,0,66,4,4,0,7.1
PR1834,M058,P1834,Player_1834,England,FW,24,89,0,0,53,5,4,0,6.8
PR1835,M058,P1835,Player_1835,England,MF,30,36,0,0,97,2,2,0,7.0
PR1836,M058,P1836,Player_1836,England,GK,29,117,0,0,61,4,2,0,6.4
PR1837,M058,P1837,Player_1837,England,GK,30,85,0,1,58,4,2,7,7.6
PR1838,M058,P1838,Player_1838,England,FW,27,13,0,0,64,3,0,0,8.3
PR1839,M058,P1839,Player_1839,England,DF,36,37,0,0,96,7,4,0,6.5
PR1840,M058,P1840,Player_1840,England,MF,34,50,0,0,80,8,0,0,6.1
PR1841,M058,P1841,Player_1841,Croatia,DF,31,20,0,0,79,7,1,0,7.2
PR1842,M058,P1842,Player_1842,Croatia,DF,29,33,0,0,75,0,5,0,9.1
PR1843,M058,P1843,Player_1843,Croatia,FW,37,63,0,0,85,5,0,0,5.2
PR1844,M058,P1844,Player_1844,Croatia,FW,28,39,0,0,68,5,3,0,8.0
PR1845,M058,P1845,Player_1845,Croatia,GK,36,75,0,1,60,5,4,6,6.5
PR1846,M058,P1846,Player_1846,Croatia,MF,26,72,0,1,97,7,1,0,6.3
PR1847,M058,P1847,Player_1847,Croatia,MF,29,78,0,0,57,1,3,0,5.3
PR1848,M058,P1848,Player_1848,Croatia,FW,35,38,0,1,61,2,6,0,8.7
PR1849,M058,P1849,Player_1849,Croatia,MF,29,71,0,0,76,5,6,0,5.3
PR1850,M058,P1850,Player_1850,Croatia,FW,25,41,0,0,73,1,5,0,9.3
PR1851,M058,P1851,Player_1851,Croatia,FW,37,41,0,0,82,8,4,0,6.4
PR1852,M058,P1852,Player_1852,Croatia,FW,32,97,0,0,79,4,6,0,9.5
PR1853,M058,P1853,Player_1853,Croatia,DF,22,52,0,0,68,0,4,0,9.0
PR1854,M058,P1854,Player_1854,Croatia,MF,37,23,0,0,93,1,3,0,7.5
PR1855,M058,P1855,Player_1855,Croatia,DF,30,53,0,0,62,0,4,0,5.3
PR1856,M058,P1856,Player_1856,Croatia,MF,33,11,0,0,88,6,0,0,6.0
PR1857,M059,P1857,Player_1857,Sweden,DF,35,81,0,0,80,1,2,0,4.1
PR1858,M059,P1858,Player_1858,Sweden,MF,37,50,0,0,85,8,6,0,5.2
PR1859,M059,P1859,Player_1859,Sweden,FW,31,48,0,1,96,3,1,0,6.8
PR1860,M059,P1860,Player_1860,Sweden,MF,23,42,0,0,58,4,0,0,9.4
PR1861,M059,P1861,Player_1861,Sweden,DF,31,59,0,1,65,7,1,0,8.8
PR1862,M059,P1862,Player_1862,Sweden,FW,33,83,0,0,57,5,6,0,9.5
PR1863,M059,P1863,Player_1863,Sweden,DF,31,93,0,0,54,0,5,0,4.2
PR1864,M059,P1864,Player_1864,Sweden,MF,33,61,0,0,74,1,6,0,6.5
PR1865,M059,P1865,Player_1865,Sweden,DF,39,69,0,0,57,8,5,0,4.1
PR1866,M059,P1866,Player_1866,Sweden,MF,40,8,0,0,68,6,6,0,8.9
PR1867,M059,P1867,Player_1867,Sweden,MF,28,52,0,0,95,8,5,0,7.9
PR1868,M059,P1868,Player_1868,Sweden,DF,20,14,0,0,59,4,6,0,9.0
PR1869,M059,P1869,Player_1869,Sweden,MF,20,93,0,1,60,5,3,0,7.9
PR1870,M059,P1870,Player_1870,Sweden,DF,24,102,0,0,80,3,2,0,4.6
PR1871,M059,P1871,Player_1871,Sweden,MF,19,59,0,0,95,7,6,0,5.5
PR1872,M059,P1872,Player_1872,Sweden,DF,26,89,0,0,78,5,6,0,6.7
PR1873,M059,P1873,Player_1873,Portugal,DF,25,77,0,1,52,2,1,0,7.1
PR1874,M059,P1874,Player_1874,Portugal,GK,28,73,0,0,73,4,2,2,7.4
PR1875,M059,P1875,Player_1875,Portugal,DF,39,57,0,0,93,4,1,0,8.5
PR1876,M059,P1876,Player_1876,Portugal,MF,21,78,0,0,68,6,2,0,7.8
PR1877,M059,P1877,Player_1877,Portugal,GK,23,75,0,0,69,2,4,0,5.6
PR1878,M059,P1878,Player_1878,Portugal,MF,40,112,0,0,83,6,3,0,7.7
PR1879,M059,P1879,Player_1879,Portugal,DF,28,83,0,0,59,8,2,0,7.1
PR1880,M059,P1880,Player_1880,Portugal,DF,32,83,0,0,60,8,3,0,5.1
PR1881,M059,P1881,Player_1881,Portugal,FW,17,86,0,0,54,5,1,0,5.9
PR1882,M059,P1882,Player_1882,Portugal,DF,25,78,0,0,96,1,5,0,5.2
PR1883,M059,P1883,Player_1883,Portugal,MF,35,117,0,0,90,0,6,0,8.5
PR1884,M059,P1884,Player_1884,Portugal,FW,33,115,0,0,64,3,2,0,8.0
PR1885,M059,P1885,Player_1885,Portugal,DF,20,43,0,0,82,1,2,0,7.3
PR1886,M059,P1886,Player_1886,Portugal,MF,40,69,1,1,55,0,3,0,7.4
PR1887,M059,P1887,Player_1887,Portugal,DF,25,103,0,0,97,2,5,0,9.6
PR1888,M059,P1888,Player_1888,Portugal,FW,24,89,0,0,95,7,1,0,4.2
PR1889,M060,P1889,Player_1889,Panama,MF,34,36,1,0,55,3,5,0,9.0
PR1890,M060,P1890,Player_1890,Panama,GK,21,67,0,0,69,0,1,3,5.5
PR1891,M060,P1891,Player_1891,Panama,MF,32,60,1,0,56,8,6,0,4.3
PR1892,M060,P1892,Player_1892,Panama,MF,19,26,0,0,80,1,3,0,4.5
PR1893,M060,P1893,Player_1893,Panama,DF,34,76,0,0,63,7,2,0,7.4
PR1894,M060,P1894,Player_1894,Panama,MF,20,93,0,1,78,3,4,0,8.8
PR1895,M060,P1895,Player_1895,Panama,MF,31,1,0,0,66,6,4,0,5.6
PR1896,M060,P1896,Player_1896,Panama,MF,27,65,0,0,80,8,2,0,9.7
PR1897,M060,P1897,Player_1897,Panama,DF,34,32,0,0,71,4,5,0,7.4
PR1898,M060,P1898,Player_1898,Panama,DF,31,15,0,0,98,2,3,0,4.0
PR1899,M060,P1899,Player_1899,Panama,FW,33,61,0,0,81,2,1,0,4.4
PR1900,M060,P1900,Player_1900,Panama,DF,26,13,0,0,78,5,5,0,8.1
PR1901,M060,P1901,Player_1901,Panama,FW,23,100,0,0,56,3,1,0,5.8
PR1902,M060,P1902,Player_1902,Panama,DF,33,61,0,0,56,4,4,0,5.3
PR1903,M060,P1903,Player_1903,Panama,MF,27,21,0,0,62,6,6,0,5.0
PR1904,M060,P1904,Player_1904,Panama,DF,38,21,0,0,70,8,3,0,7.9
PR1905,M060,P1905,Player_1905,Morocco,MF,40,35,0,0,64,4,3,0,9.6
PR1906,M060,P1906,Player_1906,Morocco,FW,28,19,0,0,69,5,5,0,6.1
PR1907,M060,P1907,Player_1907,Morocco,MF,31,40,0,0,77,6,6,0,6.5
PR1908,M060,P1908,Player_1908,Morocco,MF,29,8,0,0,76,5,5,0,8.8
PR1909,M060,P1909,Player_1909,Morocco,FW,25,3,0,0,95,3,1,0,8.0
PR1910,M060,P1910,Player_1910,Morocco,DF,28,4,0,0,70,6,6,0,6.3
PR1911,M060,P1911,Player_1911,Morocco,MF,40,26,0,0,63,8,3,0,9.1
PR1912,M060,P1912,Player_1912,Morocco,DF,24,21,0,0,70,7,5,0,7.6
PR1913,M060,P1913,Player_1913,Morocco,FW,18,100,0,0,92,6,5,0,9.8
PR1914,M060,P1914,Player_1914,Morocco,MF,24,36,0,0,88,6,0,0,4.6
PR1915,M060,P1915,Player_1915,Morocco,MF,25,69,0,1,73,7,2,0,4.7
PR1916,M060,P1916,Player_1916,Morocco,DF,40,10,0,0,70,6,6,0,4.9
PR1917,M060,P1917,Player_1917,Morocco,DF,26,74,0,0,62,8,0,0,6.6
PR1918,M060,P1918,Player_1918,Morocco,DF,34,98,1,0,92,4,4,0,7.2
PR1919,M060,P1919,Player_1919,Morocco,DF,17,18,1,0,54,5,6,0,6.2
PR1920,M060,P1920,Player_1920,Morocco,MF,40,114,0,0,63,2,2,0,6.8
PR1921,M061,P1921,Player_1921,Serbia,MF,27,26,0,0,93,4,2,0,7.6
PR1922,M061,P1922,Player_1922,Serbia,FW,21,16,0,0,91,6,3,0,6.4
PR1923,M061,P1923,Player_1923,Serbia,MF,18,107,0,1,83,0,4,0,6.2
PR1924,M061,P1924,Player_1924,Serbia,MF,18,65,0,0,70,8,3,0,5.7
PR1925,M061,P1925,Player_1925,Serbia,DF,19,95,0,0,54,1,4,0,8.7
PR1926,M061,P1926,Player_1926,Serbia,MF,33,109,1,0,55,7,4,0,7.9
PR1927,M061,P1927,Player_1927,Serbia,DF,19,99,0,0,93,6,6,0,5.7
PR1928,M061,P1928,Player_1928,Serbia,DF,40,20,0,0,91,5,0,0,5.1
PR1929,M061,P1929,Player_1929,Serbia,MF,31,68,0,0,94,6,0,0,6.4
PR1930,M061,P1930,Player_1930,Serbia,DF,36,107,0,1,74,0,0,0,5.4
PR1931,M061,P1931,Player_1931,Serbia,DF,25,110,0,0,64,5,4,0,6.7
PR1932,M061,P1932,Player_1932,Serbia,MF,35,119,1,0,72,2,1,0,8.6
PR1933,M061,P1933,Player_1933,Serbia,DF,22,13,0,0,51,8,4,0,9.7
PR1934,M061,P1934,Player_1934,Serbia,GK,21,70,0,0,72,1,2,5,9.6
PR1935,M061,P1935,Player_1935,Serbia,MF,23,39,0,0,60,6,2,0,5.4
PR1936,M061,P1936,Player_1936,Serbia,FW,28,4,0,0,58,7,0,0,9.0
PR1937,M061,P1937,Player_1937,Denmark,DF,31,112,0,0,97,3,3,0,4.3
PR1938,M061,P1938,Player_1938,Denmark,DF,23,27,0,1,74,1,0,0,9.8
PR1939,M061,P1939,Player_1939,Denmark,MF,35,93,0,0,83,1,1,0,8.5
PR1940,M061,P1940,Player_1940,Denmark,DF,32,95,0,0,88,5,5,0,10.0
PR1941,M061,P1941,Player_1941,Denmark,DF,23,12,0,0,82,5,3,0,5.5
PR1942,M061,P1942,Player_1942,Denmark,DF,31,3,0,0,50,6,6,0,6.5
PR1943,M061,P1943,Player_1943,Denmark,FW,20,46,0,0,73,4,6,0,4.4
PR1944,M061,P1944,Player_1944,Denmark,FW,37,39,0,0,64,1,5,0,7.9
PR1945,M061,P1945,Player_1945,Denmark,DF,32,3,0,0,67,5,0,0,4.8
PR1946,M061,P1946,Player_1946,Denmark,DF,35,2,0,0,58,8,1,0,4.8
PR1947,M061,P1947,Player_1947,Denmark,MF,18,8,0,0,88,3,6,0,8.4
PR1948,M061,P1948,Player_1948,Denmark,DF,36,54,0,0,60,6,1,0,5.0
PR1949,M061,P1949,Player_1949,Denmark,MF,21,95,1,0,92,2,2,0,9.3
PR1950,M061,P1950,Player_1950,Denmark,DF,22,4,1,0,81,3,2,0,6.4
PR1951,M061,P1951,Player_1951,Denmark,DF,25,80,0,0,70,0,6,0,4.2
PR1952,M061,P1952,Player_1952,Denmark,GK,32,5,0,0,97,2,3,0,7.2
PR1953,M062,P1953,Player_1953,Portugal,MF,40,68,0,0,60,2,0,0,4.1
PR1954,M062,P1954,Player_1954,Portugal,FW,19,54,0,0,54,1,3,0,6.8
PR1955,M062,P1955,Player_1955,Portugal,DF,34,57,0,0,58,0,2,0,6.9
PR1956,M062,P1956,Player_1956,Portugal,FW,25,17,1,0,70,8,2,0,9.7
PR1957,M062,P1957,Player_1957,Portugal,MF,20,62,0,0,81,3,1,0,5.3
PR1958,M062,P1958,Player_1958,Portugal,DF,21,29,0,0,92,1,5,0,4.6
PR1959,M062,P1959,Player_1959,Portugal,DF,36,14,0,0,65,3,2,0,5.1
PR1960,M062,P1960,Player_1960,Portugal,MF,27,91,0,0,79,8,4,0,7.5
PR1961,M062,P1961,Player_1961,Portugal,FW,21,42,1,0,77,5,5,0,4.9
PR1962,M062,P1962,Player_1962,Portugal,MF,18,96,0,0,74,0,6,0,5.2
PR1963,M062,P1963,Player_1963,Portugal,DF,21,82,0,0,52,3,1,0,6.4
PR1964,M062,P1964,Player_1964,Portugal,GK,32,62,0,0,72,3,5,9,6.4
PR1965,M062,P1965,Player_1965,Portugal,FW,31,80,0,0,66,8,3,0,4.7
PR1966,M062,P1966,Player_1966,Portugal,DF,33,119,0,0,71,5,1,0,5.5
PR1967,M062,P1967,Player_1967,Portugal,MF,32,99,0,0,85,7,5,0,4.6
PR1968,M062,P1968,Player_1968,Portugal,FW,33,34,0,0,54,5,3,0,7.9
PR1969,M062,P1969,Player_1969,Australia,FW,21,13,0,0,64,7,6,0,4.7
PR1970,M062,P1970,Player_1970,Australia,MF,26,17,0,0,72,4,3,0,6.6
PR1971,M062,P1971,Player_1971,Australia,FW,19,111,0,0,82,2,3,0,8.9
PR1972,M062,P1972,Player_1972,Australia,FW,33,25,0,0,59,3,6,0,4.1
PR1973,M062,P1973,Player_1973,Australia,MF,28,68,0,0,88,2,4,0,9.2
PR1974,M062,P1974,Player_1974,Australia,MF,34,47,0,0,84,3,5,0,9.7
PR1975,M062,P1975,Player_1975,Australia,MF,28,21,0,0,56,2,5,0,7.8
PR1976,M062,P1976,Player_1976,Australia,MF,39,20,0,0,84,6,6,0,5.2
PR1977,M062,P1977,Player_1977,Australia,GK,29,38,1,0,74,8,3,7,6.8
PR1978,M062,P1978,Player_1978,Australia,DF,26,1,1,0,54,4,5,0,7.3
PR1979,M062,P1979,Player_1979,Australia,DF,40,79,0,0,88,1,0,0,8.5
PR1980,M062,P1980,Player_1980,Australia,DF,32,106,0,0,60,3,3,0,8.7
